company,address,srn,approved
"T I AUTOMOTIVE, LLC",184 GRATIOT BLVD,N5061,9/12/2014
"T I GROUP AUTOMOTIVE SYSTEMS,",184 GRATIOT BLVD,N5061,7/16/2021
TOTAL DOOR,6145 DELFIELD DRIVE,N5076,6/15/2009
TRI-STATE ALUMINUM CASTINGS,1060 E KEATING AVENUE,N5087,10/1/2008
"WOODSPECS, INC",2240 SCOTT LAKE ROAD,N5094,9/6/2000
"UNITED STATES MARBLE, INC",7839 COSTABELLA ROAD,N5101,9/8/2005
ENSTROM HELICOPTER,2209 22ND STREET,N5110,4/14/2004
"SUPERIOR CEDAR PRODUCTS, INC",N-285 US-41 SOUTH,N5111,9/27/2019
"VAN ELDEREN, INC",892 E ALLEGAN STREET,N5140,11/20/2018
"VAN ELDEREN, INC",892 E ALLEGAN STREET,N5140,1/15/2020
SPECIFICATION STONE PRODUCTS,1009 LONG LAKE AVENUE,N5141,11/1/2004
"NYX, INC",1000 MANUFACTURERS DRIVE -,N5144,5/20/2009
"INDUSTRIAL METAL COATINGS, INC",6070 18 MILE ROAD,N5145,4/20/2016
"A & K FINISHING, INC",4436 DONKER COURT SE,N5155,7/13/2019
"NELSON PAINT COMPANY, INC",1 NELSON DRIVE,N5173,2/17/1999
LAWFORD FABRICATING,20445 GLENDALE AVENUE,N5174,9/18/1997
LAWFORD FABRICATING,20445 GLENDALE AVENUE,N5174,10/20/1999
"HALLIDAY SAND & GRAVEL, INC",1183 PETTIS AVENUE,N5183,8/27/1998
"HALLIDAY SAND & GRAVEL, INC","SEC 10, T9N, R11W",N5183,2/28/2001
UNIVERSAL HANDLING EQUIPMENT,1650 INDUSTRIAL DRIVE,N5198,9/21/2006
WEXFORD SAND COMPANY,8770 W 28 MILE ROAD,N5205,6/16/2015
HENSLER FURNITURE REFINISHIN,3100 CHRISTY WAY,N5209,6/11/2002
CYDI OF MICHIGAN,6299 BELLVIEW AVENUE,N5211,7/21/2009
MULTI PACKAGING SOLUTIONS,13 W 4TH STREET,N5214,11/20/2017
"Z & R ELECTRIC SERVICE, INC",619 N INDUSTRIAL DRIVE,N5215,6/11/2008
"DMI AUTOMOTIVE, INC",1200 DURANT DRIVE,N5219,4/22/2019
BANDIT INDUSTRIES,6750 MILLBROOK ROAD,N5223,4/4/2022
"QUINCY STREET, INC",13350 QUINCY STREET,N5226,1/10/2005
"MOONLIGHT INDUSTRIES, INC",5320 W RIVER DRIVE,N5239,3/9/2015
"KNAPE INDUSTRIES, INC",10701 NORTHLAND DRIVE,N5240,1/19/2001
"GREAT LAKES AGGREGATES, LLC",5699 READY ROAD - SYLVANIA,N5241,4/30/2018
MARQUETTE COUNTY SOLID,600 COUNTY ROAD NP,N5245,2/27/1998
MARQUETTE COUNTY SOLID,600 COUNTY ROAD NP,N5245,7/19/2010
"OWENS PRODUCTS, INC",1107 PROGRESS STREET,N5257,8/23/2010
"NOR-COTE, INC",11425 TIMKEN AVENUE,N5266,3/29/2006
"NOR-COTE, INC",11425 TIMKEN AVENUE,N5266,5/18/2010
GRAND RAPIDS GRAVEL COMPANY,3800 7 MILE ROAD NE,N5284,8/19/1999
"B P PRODUCTS NORTH AMERICA,",1561 28TH STREET SW,N5285,2/1/2006
ROBERT BOSCH FUEL SYSTEMS,4300 44TH STREET SE,N5286,3/8/2005
"OTTAWA AGGREGATES, INC",0-10600 LINDEN DRIVE NW,N5290,8/9/1999
"OTTAWA AGGREGATES, INC",0-10600 LINDEN DRIVE NW,N5290,8/9/1999
"ARVRON, INC",4720 CLAY AVENUE SW,N5296,10/14/2016
EGLE RRD LANSING DISTRICT,1943 CEDAR STREET,N5298,2/25/2020
DCP MIDSTREAM,336 FRANKOWIAK ROAD,N5309,8/24/2009
"LOUDON STEEL, INC",8208 ELLIS ROAD,N5321,6/15/1998
"BERNIER CAST METAL, INC",2626 HESS AVENUE,N5324,3/21/2012
"GRIFFON, INC",820 S BROTON ROAD,N5330,2/15/2006
HOLLY SAND & GRAVEL,16240 TINDALL ROAD,N5347,9/30/1999
"PORTLAND, CITY OF",723 E GRAND RIVER AVENUE,N5352,11/8/2002
LEE 8 STORAGE FACILITY,19110 V-DRIVE NORTH,N5354,1/18/2012
NORTH AMERICAN NATURAL,4516 RATHBUN ROAD,N5397,3/28/2007
NORTH AMERICAN NATURAL,4516 RATHBUN ROAD,N5397,8/10/2020
NORTH AMERICAN NATURAL,4516 RATHBUN ROAD,N5397,7/21/2021
ACE ASPHALT & PAVING COMPANY,16255 TINDALL ROAD,N5403,4/13/2006
NORTH AMERICAN NATURAL,3200 CHAMBERLAIN ROAD,N5432,11/12/2008
NORTH AMERICAN NATURAL,3200 CHAMBERLAIN ROAD,N5432,6/17/2020
SOUTHEAST BERRIEN COUNTY,3200 CHAMBERLAIN ROAD,N5432,4/10/2020
ROUND LAKE SAND & GRAVEL,8707 ROUND LAKE HIGHWAY,N5435,7/11/2001
"AGGREGATE RESOURCES, INC",4950 LOVELAND ROAD,N5436,1/23/2001
"STONECO, INC",2575 S ZEEB ROAD,N5437,10/26/2006
"OTTAWA AGGREGATES, INC",1816 EDSON DRIVE,N5445,8/9/1999
"OTTAWA AGGREGATES, INC",1816 EDSON DRIVE,N5445,8/9/1999
JOHNSON CONTROLS INTERIORS,88 E 48TH STREET,N5455,5/22/2000
MOTUS INTEGRATED,88 E 48TH STREET - MAPLEWOOD,N5455,7/1/2020
MICHIGAN PAVING & MATERIALS,1600 N ELM AVENUE,N5460,5/9/2007
RIETH-RILEY CONSTRUCTION,1289 S MEMORIAL HIGHWAY - M-37,N5466,4/17/1997
"R E GLANCY, INC",111 N WALKER ROAD,N5477,9/1/2009
"BIERLEIN COMPANIES, INC",2000 BAY CITY ROAD,N5488,9/13/2011
"PREMIER PRODUCTS, INC",3030 KERSTEN COURT,N5489,6/26/1998
HEWLETT-PACKARD ENTERPRISE,885 W ENTRANCE DRIVE,N5490,3/29/2011
"SPEEDWAY SUPERAMERICA, LLC",1010 ROCHESTER ROAD - SSA,N5497,9/2/2011
"LEELANAU REDI-MIX, INC",12488 NEWMAN ROAD,N5498,10/14/2005
"FCA US, LLC",1035 W ENTRANCE DRIVE,N5505,7/14/2011
DETROIT WILBERT CREMATION,70 S SQUIRREL ROAD - UNIT M,N5507,2/7/2007
NORTHERN PRECISION PRODUCTS,4790 N MACKINAW TRAIL,N5521,9/22/1998
PORT CITY CUSTOM PLASTICS,1985 E LAKETON AVENUE,N5522,5/28/2015
"CHAMPAGNE & MARX EXCAVATING,",1200 KOCHVILLE ROAD,N5531,11/22/1999
"ANDRONACO INDUSTRIES, INC",4242 44TH STREET SE,N5535,10/29/2019
"ANDRONACO INDUSTRIES, INC",4242 44TH ST S.E.,N5535,5/15/2020
"TECH NICKEL, INC",1200 S CRYSTAL AVENUE,N5540,12/13/2001
DETROIT STEEL TREATING,1631 HIGHWOOD EAST,N5551,7/18/2018
"ACROSA SHORING PRODUCTS, INC",594 M-60 WEST - PLANT #2,N5565,4/24/2006
"HAWORTH, INC",300 N BRONSON AVENUE - BIG,N5569,7/3/2019
NEW HAVEN COMPRESSOR,9318 W FILMORE ROAD,N5570,10/27/1999
PANHANDLE EASTERN PIPE LINE,3990 CROOKED LAKE ROAD,N5572,9/2/2020
CONSUMERS ENERGY COMPANY,68536 A ROAD - ROUTE 1,N5573,11/24/2008
ANR PIPELINE COMPANY,4193 134TH AVENUE - HAMILTON,N5574,2/4/2021
ANR PIPELINE COMPANY,3372 BROWNTOWN ROAD,N5575,8/15/2003
ANR PIPELINE COMPANY,3372 BROWNTOWN ROAD,N5575,2/23/2021
ANR PIPELINE COMPANY,6759 E 5 MILE ROAD - GOODWILL,N5576,1/19/2007
ANR PIPELINE COMPANY,6759 E 5 MILE ROAD - GOODWILL,N5576,3/11/2008
ANR PIPELINE COMPANY,6759 E 5 MILE ROAD,N5576,1/19/2021
GREAT LAKES GAS TRANSMISSION,3400 HICKORY AVENUE,N5581,12/12/1997
ROBERT BOSCH CORPORATION,38000 HILLS TECH DRIVE,N5582,7/25/2007
"WOODARD-CM, LLC",210 S DELANEY ROAD,N5587,3/16/2018
FAST TRACK VENTURES,9885 N MAIN STREET,N5596,6/12/2008
SAGINAW ASPHALT PAVING,2747 PREMIER ROAD,N5597,4/18/2006
"VALLEY ASPHALT COMPANY, INC",BISHOP INTERNATIONAL AIRPORT,N5597,9/24/1999
"LYONS INDUSTRIES, INC",30000 M-62 WEST,N5599,11/3/1999
"LYONS INDUSTRIES, INC",30000 M-62 WEST,N5599,1/5/2006
MAACO COLLISION REPAIR & AUTO,14080 23 MILE ROAD,N5600,5/15/2006
SURFACE ACTIVATION,1837 THUNDERBIRD,N5637,6/14/2016
"A & K CREMATION SERVICES, INC",1821 N LINCOLN ROAD,N5647,8/26/2019
"NYLOK, LLC",15260 HALLMARK COURT,N5656,11/10/2011
"NYLOK, LLC",15260 HALLMARK COURT,N5656,1/28/2014
"NYLOK, LLC",15260 HALLMARK COURT,N5656,5/4/2015
"NYLOK, LLC",15260 HALLMARK COURT,N5656,8/15/2017
"NYLOK, LLC",15260 HALLMARK COURT,N5656,7/1/2019
"NITREX, INC",822 KIM DRIVE - MICHIGAN,N5663,1/27/2020
"H P PELZER, INC",2415 DOVE STREET,N5671,3/11/2016
"H P PELZER, INC",2415 DOVE STREET,N5671,9/9/2016
SPARTAN STEEL COATING,3300 WOLVERINE DRIVE,N5675,7/24/2007
SPARTAN STEEL COATING,3300 WOLVERINE DRIVE,N5675,10/2/2017
LEAR CORPORATION dba EAGLE,2930 W AUBURN ROAD,N5677,8/10/2017
"CASTER CONCEPTS, INC",16000 E MICHIGAN AVENUE,N5681,3/6/2020
CENTRAL MICHIGAN CREMATORY,15150 6-1/2 MILE ROAD,N5686,11/6/2009
CENTRAL MICHIGAN CREMATORY,15150 6-1/2 MILE ROAD,N5686,11/6/2009
SEAVER INDUSTRIAL FINISHING,16900 HAYES STREET,N5687,4/19/2018
SEAVER INDUSTRIAL FINISHING,16900 HAYES STREET,N5687,5/14/2018
"PERRIGO HOLLAND, INC",13295 REFLECTIONS DRIVE,N5688,1/7/2015
"SUNOCO, INC R&M",25000 GRATIOT AVENUE,N5691,11/22/2006
"DAS INDUSTRIES, INC",118 84TH STREET SW,N5692,5/29/1997
"RIVERSIDE ENERGY MICHIGAN, LLC",2467 CEDAR RIVER ROAD -,N5694,4/20/2021
ARMADA RUBBER,24586 ARMADA RIDGE ROAD,N5696,6/13/2016
"ADELANTE MANUFACTURING, INC",381 MILES DRIVE,N5701,8/26/1999
"ELITE FENCE PRODUCTS, INC",50925 RICHARD W BLVD,N5706,7/30/2018
JACKSON TUMBLE FINISH,1801 MITCHELL STREET,N5713,4/11/2018
"EXCEL PATTERN & TOOL, LLC",1655 E INDUSTRIAL DRIVE,N5716,12/15/1998
"L & L PRODUCTS, INC",159 MCLEAN DRIVE,N5718,9/16/2008
"L & L PRODUCTS, INC",160 MCLEAN DRIVE,N5718,1/8/2018
"L & L PRODUCTS, INC",160 MCLEAN DRIVE,N5718,2/26/2018
ENERGY DEVELOPMENTS,3563 HENNESEY ROAD,N5719,9/4/2019
ENERGY DEVELOPMENTS,3563 HENNESSEY ROAD,N5719,4/8/2022
GRANGER ELECTRIC COMPANY,3290 HENNESEY ROAD,N5719,8/27/2012
GRANGER ELECTRIC OF,3563 HENNESEY ROAD,N5719,9/4/2015
LANDFILL MANAGEMENT,3290 HENNESSEY ROAD,N5719,4/8/2022
F G CHENEY LIMESTONE COMPANY,9400 SAND ROAD,N5720,3/13/2018
DUBOIS,50725 RICHARD W BLVD,N5722,9/9/2016
"SAINT LOUIS MUNICIPAL ELECTRIC,",412 N MILL STREET,N5724,7/8/2015
THUMB ELECTRIC COOPERATIVE,DAYTON ROAD,N5732,2/29/2000
PIONEER METAL FINISHING,24600 INDUSTRIAL HIGHWAY,N5747,2/6/2015
"ELMER'S CRANE & DOZER, INC","SEC 34, T235N, R10W",N5748,5/16/2002
XRI TESTING,1961 THUNDERBIRD DRIVE,N5749,11/14/2006
FAITHFUL COMPANION,4900 FERNLEE AVENUE,N5753,10/18/2018
WOLVERINE POWER SUPPLY,1529 S 170TH AVENUE,N5760,8/6/2009
"UNI-DIG, INC",21600 QUINN ROAD,N5766,10/28/2003
TWEDDLE LITHO COMPANY,24700 MAPLEHURST DRIVE,N5767,7/13/2007
GEORGE P JOHNSON COMPANY,3600 GIDDINGS ROAD,N5771,1/24/2011
"CADILLAC ASPHALT, LLC",15203 S TELEGRAPH ROAD,N5778,3/11/2021
ACUMENT GLOBAL TECHNOLOGIES,6125 18 MILE ROAD,N5779,10/25/2018
RETAIL SERVICE STATIONS,819 HURON RIVER DRIVE,N5780,10/21/2015
"REGAL FINISHING, INC",3927 BESSEMER ROAD,N5790,5/25/1999
CONSUMERS ENERGY COMPANY,4131 138TH AVENUE - OVERISEL,N5792,6/11/2020
BOAR'S HEAD PROVISIONS,284 ROOST AVENUE,N5797,4/13/2020
"CORE ENERGY, LLC","SW 1/4 SW 1/4 SEC 10, T29N, R2W -",N5798,11/28/2016
"CORE ENERGY, LLC","SW 1/4 SW 1/4 SEC 10, T29N, R2W -",N5798,10/26/2018
CLOTHING CARE CENTER,327 W WASHINGTON STREET,N5801,5/2/2001
"CLOTING CARE CENTER, INC",327 W WASHINGTON STREET,N5801,7/17/2002
ASAMA COLDWATER,180 ASAMA PARKWAY,N5814,2/25/2004
ASAMA COLDWATER,180 ASAMA PARKWAY,N5814,10/15/2007
ASAMA COLDWATER,180 ASAMA PARKWAY,N5814,12/22/2011
ASAMA COLDWATER,180 ASAMA PARKWAY,N5814,6/20/2013
ASAMA COLDWATER,180 ASAMA PARKWAY,N5814,12/13/2017
"QUICKSILVER RESOURCES, INC","SW 1/4 SEC 29, T29N, R4W -",N5831,3/20/2006
"HAWORTH, INC",5170 W PROGRESS DRIVE,N5837,1/23/2001
MYRTLE PARK CREMATORIUM,9619 NORTHLAND DRIVE NE,N5839,12/15/2004
"HALLIDAY SAND & GRAVEL, INC","SEC 36, T23N, R9W - SIDALL PIT",N5841,1/31/2001
PREFIX CORPORATION,1400 S LIVERNOIS ROAD,N5848,2/16/2022
PREFIX CORPORATION,1400 S LIVERNOIS ROAD,N5848,2/22/2022
CUL MAC INDUSTRIES,3720 VENOY ROAD,N5861,5/31/2016
"ADIENT US, LLC",49200 HALYARD DRIVE,N5864,4/8/2019
"METAL TECHNOLOGIES, INC",3800 ADAMS ROAD - RAVENNA,N5866,7/30/2012
"METAL TECHNOLOGIES, INC",3800 ADAMS ROAD - RAVENNA,N5866,4/29/2015
"METAL TECHNOLOGIES, INC",3800 ADAMS ROAD - RAVENNA,N5866,9/11/2015
RAVENNA CASTINGS CENTER,3800 ADAMS ROAD,N5866,4/4/2000
RAVENNA CASTINGS CENTER,3800 ADAMS ROAD,N5866,4/4/2000
RAVENNA CASTINGS CENTER,3800 ADAMS ROAD,N5866,4/4/2000
SAGINAW WILBERT VAULT,465 KING STREET,N5875,3/24/1998
"GILMORE, INC",321 TERMINAL STREET SW,N5877,12/15/2011
"GILMORE, INC",321 TERMINAL STREET SW,N5877,1/15/2021
AMERICAN INTERNATIONAL,2737 N I-94 SERVICE DRIVE,N5882,4/15/1997
"CHRISTENSEN FIBERGLASS, LLC",126 ANILINE AVENUE,N5883,1/10/2006
"CHRISTENSEN FIBERGLASS, LLC",126 ANILINE AVENUE,N5883,12/3/2018
MERCURY DISPLACEMENT,25028 US-12 EAST,N5886,6/24/2020
MARQUETTE BOARD OF LIGHT &,COUNTY ROAD 550,N5887,1/17/1997
MODERN PLASTICS CORPORATION,3930 BESEMER ROAD,N5891,9/21/2006
MASTER FINISH COMPANY,2020 NELSON AVENUE SE,N5898,3/25/2013
MASTER FINISH COMPANY,2020 NELSON AVENUE SE,N5898,1/22/2019
"GOKOH COLDWATER, INC",100 CONCEPT DRIVE,N5904,9/3/2020
NORTH AMERICAN NATURAL,9536 E LENNON ROAD - VENICE,N5910,12/5/2006
NORTH AMERICAN NATURAL,9536 E LENNON ROAD - VENICE,N5910,12/13/2013
NORTH AMERICAN NATURAL,9536 E LENNON ROAD - VENICE,N5910,3/9/2022
WASTE MANAGEMENT OF,9536 E LENNON ROAD - VENICE,N5910,1/5/1998
WASTE MANAGEMENT OF,9536 E LENNON ROAD - VENICE,N5910,5/8/2012
"KINDER MORGAN UTOPIA, LLC",10743 STONE QUARRY ROAD,N5916,3/8/2013
"KINDER MORGAN UTOPIA, LLC",10743 STONE QUARRY ROAD,N5916,12/21/2018
PLAINS PIPELINE LP,10743 STONE QUARRY ROAD,N5916,11/15/2019
DELTA COLLEGE,1961 DELTA DRIVE,N5930,4/15/2002
"VCP MICHIGAN, LLC","SEC 12, T30N, R1W - MAYER",N5933,9/4/2008
"VCP MICHIGAN, LLC","SEC 24, T29N, R4W - MAYER",N5934,12/14/2011
"LAMBDA ENERGY RESOURCES, LLC",BLUE LAKE ROAD - LOUD 29,N5936,5/10/2006
SWEPI,BLUE LAKES ROAD,N5936,8/5/1999
POTLATCH FOREST PRODUCTS,650 AVENUE A,N5940,6/9/2004
POTLATCH FOREST PRODUCTS,650 AVENUE A,N5940,6/9/2004
POTLATCH FOREST PRODUCTS,650 AVENUE A,N5940,11/17/2005
POTLATCH FOREST PRODUCTS,650 AVENUE A,N5940,5/31/2007
POTLATCH FOREST PRODUCTS,650 AVENUE A,N5940,12/14/2007
"POTLATCH LAND & LUMBER, LLC",650 AVENUE A,N5940,1/11/2013
"POTLATCH LAND & LUMBER, LLC",650 AVENUE A,N5940,6/15/2016
"POTLATCH LAND & LUMBER, LLC",650 AVENUE A,N5940,9/17/2018
USA LAMP & BALLAST RECYCLING,665 HULL ROAD,N5948,8/7/2012
"ALCHEM ALUMINUM, INC",368 W GARFIELD AVENUE - NORTH,N5957,4/4/2003
"ALCHEM ALUMINUM, INC",368 W GARFIELD AVENUE - NORTH,N5957,8/23/2004
"ALCHEM ALUMINUM, INC",368 W GARFIELD AVENUE - NORTH,N5957,7/2/2008
"ALCHEM ALUMINUM, INC & IMCO",267 N FILLMORE ROAD - SOUTH,N5957,7/20/2010
"ALERIS INTERNATIONAL, INC",267 N FILLMORE ROAD - SOUTH,N5957,8/10/2012
"ALERIS RECYCLING, INC",267 N FILLMORE ROAD - SOUTH,N5957,6/6/2005
ALERIS SPECIFICATION ALLOYS,267 N FILLMORE ROAD - SOUTH,N5957,5/13/2011
"ALERIS SPECIFICATION ALLOYS,",267 N FILLMORE ROAD - SOUTH,N5957,11/18/2013
IMCO RECYCLING OF MICHIGAN,267 N FILLMORE ROAD - SOUTH,N5957,8/3/1998
"IMCO RECYCLING, INC",267 N FILLMORE ROAD - SOUTH,N5957,1/22/2008
"REAL ALLOY RECYCLING, LLC",267 N FILLMORE ROAD - SOUTH,N5957,10/7/2021
MDOT,101 WOLF STREET - MATERIALS &,N5959,10/6/2003
"R E GLANCY, INC",325 S FAIRVIEW ROAD,N5963,4/14/2010
HOFFMANN DIE CAST,229 KERTH STREET,N5969,10/13/2014
FISHER SAND & GRAVEL COMPANY,1540 S CLARE AVENUE,N5974,9/24/2015
FISHER SAND & GRAVEL COMPANY,1596 S CLARE AVENUE,N5976,6/8/2012
"GRAND BLANC PROCESSING, LLC",10151 GAINEY DRIVE,N5983,2/3/1997
"GRAND BLANC PROCESSING, LLC",10151 GAINEY DRIVE,N5983,6/27/2001
"GRAND BLANC PROCESSING, LLC",10151 GAINEY DRIVE,N5983,9/25/2019
"PINE TREE ACRES, INC &",36600 29 MILE ROAD,N5984,9/28/2005
WASTE MANAGEMENT OF,36600 29 MILE ROAD - PINE TREE,N5984,3/3/2010
"WASTE MANAGEMENT, INC",36600 29 MILE ROAD - PINE TREE,N5984,2/13/2015
SUMPTER ENERGY ASSOCIATES,NE NE SEC 27,N5986,12/20/2001
SUMPTER ENERGY ASSOCIATES,28800 CLARK ROAD - CARLETON,N5986,3/4/2005
ENERGY DEVELOPMENTS,8247 VIENNA ROAD,N5987,4/1/2019
GRANGER ELECTRIC OF BRENT,8335 VIENNA ROAD,N5987,5/31/2013
"SEMCO ENERGY, INC",1100 GRATIOT AVENUE,N5989,9/24/2014
"CITIZENS DISPOSAL, INC",2361 W GRAND BLANC ROAD,N5991,12/10/2008
INDUSTRIAL METAL CLEANING,1165 N GATEWAY BLVD,N5995,9/27/2011
ENERGY DEVELOPMENTS,16980 WOOD ROAD - GRANGER,N5997,3/27/2020
GRANGER ELECTRIC COMPANY,16980 WOOD ROAD,N5997,1/30/2008
"GRANGER WASTE SERVICES, INC",16980 WOOD ROAD - GRANGER,N5997,9/30/2021
GRANGER WOOD STREET LANDFILL,16980 WOOD ROAD,N5997,8/6/2012
AGGREGATE INDUSTRIES,911 HATFIELD AVENUE,N5998,9/23/2011
AGGREGATE INDUSTRIES,724 E WASHINGTON AVENUE,N5998,9/23/2011
"AGGREGATE RESOURCES, INC",130TH AVENUE,N5998,9/13/2000
HOLLAND BOARD OF PUBLIC,85 E 6TH STREET,N6000,8/5/2014
MIDLAND MUNICIPAL SOLID WASTE,4311 E ASHMAN STREET,N6004,12/19/2007
MIDLAND MUNICIPAL SOLID WASTE,4311 E ASHMAN STREET,N6004,2/7/2012
"LAMBDA ENERGY RESOURCES, LLC",TWIN LAKE ROAD,N6005,1/14/2008
AUTUMN HILLS RDF,700 56TH AVENUE,N6006,1/8/1998
NORTH AMERICAN NATURAL,700 56TH AVENUE,N6006,3/29/2001
NORTH AMERICAN NATURAL,5615 ADAMS STREET,N6006,12/23/2008
NORTH AMERICAN NATURAL,5615 ADAMS STREET,N6006,12/2/2013
NORTH AMERICAN NATURAL,5615 ADAMS STREET,N6006,10/30/2019
WASTE MANAGEMENT OF,700 56TH AVENUE,N6006,1/28/1999
OAKLAND HEIGHTS,2350 BROWN ROAD,N6008,2/27/2015
OAKLAND HEIGHTS,2350 BROWN ROAD,N6008,3/25/2019
SAUK TRAIL HILLS DEVELOPMENT,5011 S LILLEY ROAD - ADRIAN,N6009,11/9/2011
CONTINENTAL ALUMINUM,29201 MILFORD ROAD,N6013,9/27/2013
MICHIGAN GAS UTILITIES,21663 24 MILE ROAD,N6015,4/30/2008
GENESYS REGIONAL MEDICAL,1 GENESYS PARKWAY,N6016,6/4/2015
RIETH-RILEY CONSTRUCTION,06611 US-31 NORTH,N6022,12/22/1999
AMERICAN AGGREGATES OF,6454 N HICKORY RIDGE ROAD,N6023,9/29/1999
DELTA SOLID WASTE,5701 19TH AVENUE NORTH,N6035,4/17/2003
DELTA SOLID WASTE,5701 19TH AVENUE NORTH,N6035,12/30/2015
SHAWMUT CORPORATION,2770 DOVE STREET,N6038,6/23/2005
"AGGREGATE RESOURCES, INC",18646 12 MILE ROAD,N6044,10/7/1999
"BILL SMITH SAND & GRAVEL, INC",905 46TH STREET CHESHIRE,N6045,9/9/1999
"BILL SMITH SAND & GRAVEL, INC",3832 PATTERSON ROAD,N6046,9/14/1999
"EAST JORDAN FOUNDRY, LLC",2673 US-131 NORTH,N6052,12/10/2019
"RIVERSIDE ENERGY MICHIGAN, LLC",ELMIRA 14 CPF,N6054,1/8/2010
"RIVERSIDE ENERGY MICHIGAN, LLC",NW 1/4 SE 1/4 SEC 34,N6056,1/28/1997
"RIVERSIDE ENERGY MICHIGAN, LLC",WARNER 13 CPF,N6057,1/8/2010
"RIVERSIDE ENERGY MICHIGAN, LLC",NE NE NE SEC 16 - RIVERSIDE -,N6058,11/21/2017
BREITBURN OPERATING LP,"SW 1/4 NW 1/4 SW 1/4 SEC 35,",N6060,7/25/2016
BREITBURN OPERATING LP,3 MILE ROAD - MONITOR 11 CPF,N6076,6/15/2011
"LAMBDA ENERGY RESOURCES, LLC",PLAGANY ROAD - SPRINGDALE 28,N6078,11/13/2015
"VCP MICHIGAN, LLC","NW NW NW SEC 23, T30N, R3W -",N6080,7/9/2019
"VCP MICHIGAN, LLC","SW SE SW SEC 18, T30N, R02W",N6083,2/4/2021
"LAMBDA ENERGY RESOURCES, LLC",COUNTY ROAD 612 - KALKASKA 11,N6084,7/27/2007
"CORE ENERGY, LLC",SPURR ROAD - CHARLTON 28,N6086,7/27/2007
"LAMBDA ENERGY RESOURCES, LLC",WALTER HIGHWAY - CASE 33,N6088,2/26/1997
"LAMBDA ENERGY RESOURCES, LLC",RANGER LAKE - CHESTER 18 CPF,N6091,9/10/2010
"TABLETTING, INC",4201 DANVERS COURT,N6097,3/14/1997
"VCP MICHIGAN, LLC",685 E M-32 - LIVINGSTON 34,N6099,12/20/2010
"RIVERSIDE ENERGY MICHIGAN, LLC","SW 1/4 SW 1/4 SEC 19, T29N, R6W -",N6100,3/31/2010
"RIVERSIDE ENERGY MICHIGAN, LLC",NW 1/4 SW 1/4 SEC 23,N6102,2/26/1997
"JORDAN DEVELOPMENT COMPANY,","NE SE SEC 19, T31N, R1E - VIENNA 2",N6103,9/19/2013
"RIVERSIDE ENERGY MICHIGAN, LLC",NE 1/4 NE 1/4 SEC 5,N6104,11/2/2006
"JORDAN DEVELOPMENT COMPANY,",NW 1/4 NE 1/4 SEC 22,N6116,12/3/2007
RIVERSIDE ENERGY MICHIGAN,SW 1/4 SW 1/4 SEC 5,N6120,4/27/2006
BREITBURN OPERATING LP,"NW 1/4 SE 1/4 SEC 8, T29N, R1W -",N6122,7/11/2012
"JORDAN DEVELOPMENT COMPANY,","NW 1/4 SEC 23, T30N, R5W",N6130,1/15/2008
"QUICKSILVER RESOURCES, INC","NE 1/4 SW 1/4 SEC 4, T29N, R6W",N6138,6/6/2005
TRENDWELL ENERGY,"SE NW NW SEC 20, T30N, R1E -",N6142,2/7/2012
TRENDWELL ENERGY,"SW NW NW SEC 16, T29N, R1E -",N6143,9/1/2000
TRENDWELL ENERGY,"SW NW NW SEC 16, T29N, R1E -",N6143,12/8/2008
TRENDWELL ENERGY,"NW SE SE SEC 15, T30N, R3E",N6144,11/1/2011
TRENDWELL ENERGY,"SE NW NW SEC 7, T30N, R2E -",N6145,10/4/2007
TRENDWELL ENERGY,"SW NW SE SEC 8, T30N, R2E",N6146,11/7/2007
"RIVERSIDE ENERGY MICHIGAN, LLC","NE NW NW SEC 27, T30N, R1W",N6147,1/2/2008
TRENDWELL ENERGY,"NE NW NE SEC 16, T30N, R1E",N6148,8/13/2007
TRENDWELL ENERGY,"SE NW SE SEC 16, T29N, R2E",N6149,10/4/2007
TRENDWELL ENERGY,"NW NE SE SEC 31, T30N, R1E",N6150,12/15/2011
"RIVERSIDE ENERGY MICHIGAN, LLC","SE 1/4 SE 1/4 NE 1/4 SEC 26, T30N,",N6153,7/15/2021
"RIVERSIDE ENERGY MICHIGAN, LLC","NE 1/4 NE 1/4 SW 1/4 SEC 13, T29N,",N6157,5/7/2015
"PIONEER METAL FINISHING, INC",525 TERNES DRIVE,N6169,6/10/2021
BAYER GREAT LAKES,67760 US-131,N6177,9/25/2019
MONSANTO COMPANY,67760 US-131,N6177,6/18/2014
GLADSTONE SUPERLUBE,N 10TH STREET,N6178,1/2/1997
"VCP MICHIGAN, LLC","SEC 22, T30N, R2W",N6182,1/22/2021
"RIVERSIDE ENERGY MICHIGAN, LLC","NE 1/4 NE 1/4 SEC 12, T29N, R3W",N6183,2/6/1997
KELLY OIL & GAS COMPANY,"SEC 9, T01N, R07E",N6184,3/7/1997
MUSKEGON DEVELOPMENT,"SEC 20, T29N, R2E - MITCHEL LAKE",N6192,7/16/2009
"OLP ACTION, INC",4384 KALAMAZOO AVENUE,N6194,2/3/1997
"SPEEDWAY SUPERAMERICA, LLC",4384 KALAMAZOO AVENUE - SSA,N6194,9/10/2009
"OTTAWA GAGE, INC",1271 LINCOLN AVENUE,N6195,1/17/1997
"AGGREGATE RESOURCES, INC",M-50,N6197,1/23/2001
